用户ID,商品ID,品牌,品牌ID,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价
464663,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,buy,1512115589,57.14
406327,5880233,GAP,207780,GAP外套 牛仔夹克 棕色 M码,服装鞋帽,6347472,buy,1511956659,678.31
590094,7611004,索菲亚,803490,索菲亚推拉门衣柜 2.2m 黑色,家居用品,2884020,buy,1511780920,4644.84
703727,2044491,阿迪达斯,652847,阿迪达斯运动袜 3双装 绿色 XXL码,服装鞋帽,6347472,buy,1512159167,162.78
777273,6390460,伊利,353571,伊利纯牛奶 250ml*24盒,食品饮料,7142910,buy,1511926209,86.37
616554,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,pv,1511757411,1897.44
132146,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,buy,1511919950,2037.51
443341,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1512020736,53.31
254721,3715670,统一,188064,百事美年达 330ml*24罐,食品饮料,7142910,fav,1511947041,38.77
834549,567938,华为,339116,华为Mate 60 Pro 512GB 黑色,电子产品,1788515,buy,1512113525,6226.75
257677,8771005,ZARA,1667,ZARA基础款T恤 灰色 S码,服装鞋帽,6347472,buy,1511988572,79.73
626930,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,cart,1511925615,644.72
940346,5363058,西门子,718578,西门子洗衣机WM14U561HW,家用电器,8888283,buy,1511843997,5062.98
710169,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,buy,1512072724,2745.01
551096,5189819,兰蔻,783723,兰蔻粉底液 自然色 30ml,美妆护肤,7040903,buy,1511902732,1329.63
586819,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1512011061,284.11
961501,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1512103269,1814.26
435788,5769243,美的,528928,美的空调KFR-35GW/N8HE1,家用电器,8888283,cart,1512235303,3566.12
482364,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,pv,1511832437,567.92
586819,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1512216590,2372.87
356702,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1512017664,640.94
523389,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,buy,1512155251,3818.54
812413,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1511987461,928.24
705693,9553189,伊利,353571,伊利安慕希 205g*12杯,食品饮料,7142910,buy,1511971708,52.38
232321,3794624,耐克,901589,耐克运动长裤 Tech Fleece 灰色 L码,服装鞋帽,6347472,buy,1511768071,584.25
947272,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1512097583,1814.26
386042,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1512143186,4784.11
172371,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,pv,1511868994,53.31
818605,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511667398,320.84
843167,2044491,阿迪达斯,652847,阿迪达斯运动袜 3双装 绿色 XXL码,服装鞋帽,6347472,buy,1511903656,162.78
299028,8455672,雅诗兰黛,430064,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,7040903,buy,1511997828,393.31
102973,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,buy,1511888866,1319.95
180620,8703665,全友,2509,全友家居推拉门衣柜 2m 米色,家居用品,2884020,buy,1511674793,5195.16
371782,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1512012504,1259.4
386741,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1512234472,928.24
270555,5743270,联想,436330,联想ThinkPad X1 Carbon i7/16GB/1TB,电子产品,1788515,buy,1511990566,3534.12
905077,7088888,顾家,257671,顾家餐桌 1.4m 原木色,家居用品,2884020,buy,1511825608,3672.27
421517,3739556,李宁,693143,李宁运动鞋 超轻20 红色 40码,服装鞋帽,6347472,buy,1511869764,570.87
863587,3160812,OPPO,455018,OPPOFind X7 Ultra 1TB 黑色,电子产品,1788515,buy,1511769473,6411.91
748151,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,pv,1512138052,429.08
644103,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,pv,1511941990,320.84
426084,1293769,欧莱雅,363490,欧莱雅复颜面膜 10片装,美妆护肤,7040903,buy,1511916209,512.83
340820,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1511790150,22.71
352153,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,cart,1512222797,1897.44
881369,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,pv,1511956599,598.62
971776,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1511960122,2903.45
941204,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,pv,1511728735,340.34
619447,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1511996061,3311.19
810250,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,pv,1511758394,6158.56
708792,2431720,联想,436330,联想拯救者Y9000P i9/32GB/2TB,电子产品,1788515,buy,1511891744,4249.18
116418,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,buy,1512168098,314.05
380439,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,fav,1511876815,1833.92
903373,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,pv,1512222760,775.68
995993,4519006,太平鸟,295499,太平鸟直筒牛仔裤 红色 XXL码,服装鞋帽,6347472,buy,1511905381,384.76
688508,3715670,统一,188064,百事美年达 330ml*24罐,食品饮料,7142910,buy,1512021413,38.77
157174,976821,格力,434092,格力洗衣机XQG100-BD14086,家用电器,8888283,buy,1511884925,5765.1
706574,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,pv,1512003443,2766.11
892313,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1511934104,3311.19
184532,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,buy,1511847720,75.45
355570,148563,统一,188064,统一绿茶 500ml*12瓶,食品饮料,7142910,buy,1512040701,55.47
572436,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,buy,1511934460,702.58
217308,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1512023430,2632.79
862120,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,buy,1511944068,2617.46
974190,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511984410,320.84
741599,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1511795321,3311.19
489244,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,pv,1511850324,26.02
271339,3739556,李宁,693143,李宁运动鞋 超轻20 红色 40码,服装鞋帽,6347472,buy,1511948198,570.87
434165,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1511712451,4784.11
197251,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,pv,1512188624,7568.58
817644,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1512081598,3824.76
579434,3928639,H&M,912310,H&M女士连衣裙 白色 M码,服装鞋帽,6347472,cart,1511898049,335.8
390743,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1511753460,426.81
843963,9302407,ZARA,1667,ZARA碎花连衣裙 黄色 L码,服装鞋帽,6347472,cart,1512075353,158.71
856719,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1512319407,3824.76
255813,5877929,西门子,718578,西门子烤箱HB653GBS1W,家用电器,8888283,buy,1512113619,1029.17
779094,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,buy,1511919809,1833.92
631981,1017947,格力,434092,格力变频冰箱 BCD-520WPQC,家用电器,8888283,buy,1511802079,7436.6
681242,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,pv,1511896960,267.94
699425,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,buy,1511990321,219.34
241403,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,buy,1512022052,219.34
621691,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511686443,320.84
288066,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,buy,1511924779,7916.2
414313,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1511869267,640.94
970914,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511901060,284.11
584714,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,buy,1511970328,567.92
414546,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,buy,1512214466,6667.81
317346,5491240,老板,109436,老板消毒柜ZTD100S-W727,家用电器,8888283,buy,1512007079,2298.27
935457,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1512157434,775.68
854024,3117428,老板,109436,老板集成灶YKW-200-JZ,家用电器,8888283,fav,1512104855,4661.4
767542,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,fav,1511964501,1319.95
429795,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512312441,14348.67
295085,3061679,统一,188064,统一汤达人 130g*5袋,食品饮料,7142910,buy,1512092769,36.19
299055,5880233,GAP,207780,GAP外套 牛仔夹克 棕色 M码,服装鞋帽,6347472,buy,1512163798,678.31
587213,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,pv,1511945833,226.09
975679,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1511897871,44.26
655178,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1511825219,53.31
507286,4893768,森马,329714,森马商务衬衫 红色 M码,服装鞋帽,6347472,buy,1511947069,160.67
301158,5382909,顾家,257671,顾家家居实木书桌 1.6m 棕色,家居用品,2884020,buy,1511962131,1790.83
708158,8455672,雅诗兰黛,430064,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,7040903,buy,1511891971,393.31
796503,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1511978019,429.08
861319,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1511937225,267.94
384303,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,buy,1511783125,6158.56
128276,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,buy,1511865729,4673.99
744793,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,buy,1511865939,695.67
902674,1723455,宜家,593883,宜家毕利书架 80cm 白色,家居用品,2884020,buy,1512222950,451.79
783157,5551267,伊利,353571,伊利金典 250ml*12盒,食品饮料,7142910,buy,1511722863,95.96
580547,9028628,可口可乐,927706,可口可乐芬达 330ml*24罐,食品饮料,7142910,buy,1511782099,76.63
591699,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,pv,1512011661,928.24
588557,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511662912,320.84
665158,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,buy,1512066888,75.45
122827,8703665,全友,2509,全友家居推拉门衣柜 2m 米色,家居用品,2884020,buy,1511964567,5195.16
943776,8771005,ZARA,1667,ZARA基础款T恤 灰色 S码,服装鞋帽,6347472,buy,1512118962,79.73
795205,2044491,阿迪达斯,652847,阿迪达斯运动袜 3双装 绿色 XXL码,服装鞋帽,6347472,buy,1512074010,162.78
727086,6068189,三星,517820,三星Galaxy Tab S9 12GB/512GB,电子产品,1788515,buy,1511963379,16932.36
912609,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1512081942,2632.79
946721,1297632,顾家,257671,顾家茶几 60cm 灰色,家居用品,2884020,buy,1511922765,1642.62
153872,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1511632375,6118.18
596520,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,buy,1511871987,26.02
364742,3412254,欧派,934621,欧派北欧风双人床 1.8m 米色,家居用品,2884020,pv,1511998086,2497.56
704095,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1511936131,1624.95
947458,567938,华为,339116,华为Mate 60 Pro 512GB 黑色,电子产品,1788515,buy,1511845542,6226.75
598216,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511877383,284.11
975522,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1511740259,6767.84
991014,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1511882580,1259.4
997004,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1512045728,44.26
669827,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1511920202,14990.7
678805,2501551,H&M,912310,H&M休闲裤 黑色 L码,服装鞋帽,6347472,buy,1511633728,50.18
478221,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,buy,1511821514,7916.2
339592,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1512026701,6118.18
130271,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,buy,1511938807,226.09
156837,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,buy,1512336357,97.74
944917,5491240,老板,109436,老板消毒柜ZTD100S-W727,家用电器,8888283,buy,1512064816,2298.27
850827,4073737,VIVO,647850,VIVOX100 Pro 128GB 蓝色,电子产品,1788515,pv,1512174354,6329.2
759176,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,pv,1511805941,2745.01
184002,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,buy,1511774786,172.61
748564,265553,兰蔻,783723,兰蔻菁纯口红 正红色,美妆护肤,7040903,buy,1511644800,246.61
360247,7755662,雅诗兰黛,430064,雅诗兰黛红石榴面霜 50ml,美妆护肤,7040903,buy,1512076672,972.88
495303,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,buy,1512054736,26.95
328486,1723455,宜家,593883,宜家毕利书架 80cm 白色,家居用品,2884020,buy,1512141241,451.79
872343,6770816,顾家,257671,顾家真皮沙发 3人位 黑色,家居用品,2884020,buy,1511942638,10064.02
384815,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1511888508,14990.7
662093,9362627,方太,877093,方太集成灶X1系列,家用电器,8888283,buy,1511904635,734.0
976822,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1511575943,411.26
189814,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,buy,1511812638,567.92
461264,3794624,耐克,901589,耐克运动长裤 Tech Fleece 灰色 L码,服装鞋帽,6347472,buy,1511955541,584.25
757937,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,buy,1511730650,3818.54
486814,8758579,迪奥,822650,迪奥粉底液 010 30ml,美妆护肤,7040903,cart,1511939471,397.75
140804,9362627,方太,877093,方太集成灶X1系列,家用电器,8888283,buy,1512161359,734.0
306854,903142,森马,329714,森马牛仔裤 修身款 蓝色 30码,服装鞋帽,6347472,cart,1511790639,193.43
460663,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,buy,1512147107,702.58
912233,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,pv,1511958659,695.67
352249,567938,华为,339116,华为Mate 60 Pro 512GB 黑色,电子产品,1788515,buy,1511819848,6226.75
228473,4764854,雅诗兰黛,430064,雅诗兰黛小棕瓶精华 50ml,美妆护肤,7040903,buy,1511931506,2753.62
994787,4408643,迪奥,822650,迪奥烈焰蓝金口红 999号,美妆护肤,7040903,buy,1511928978,728.08
412942,1462076,统一,188064,统一老坛酸菜面 120g*5袋,食品饮料,7142910,buy,1512213377,12.97
970917,1015679,宜家,593883,宜家书桌 1.2m 白色,家居用品,2884020,buy,1511981215,3606.76
233827,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1511706995,2372.87
681070,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1511798033,928.24
387782,5596741,西门子,718578,西门子冰箱KA92NV02TI,家用电器,8888283,buy,1511677015,5730.1
482364,9213213,蒙牛,124278,蒙牛早餐奶 250ml*16盒,食品饮料,7142910,buy,1512209480,87.16
396745,1293769,欧莱雅,363490,欧莱雅复颜面膜 10片装,美妆护肤,7040903,buy,1511696827,512.83
803953,7611004,索菲亚,803490,索菲亚推拉门衣柜 2.2m 黑色,家居用品,2884020,buy,1512166041,4644.84
628750,7088888,顾家,257671,顾家餐桌 1.4m 原木色,家居用品,2884020,buy,1511970796,3672.27
760021,8771005,ZARA,1667,ZARA基础款T恤 灰色 S码,服装鞋帽,6347472,buy,1511698560,79.73
418635,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,buy,1511970853,227.12
234628,6770816,顾家,257671,顾家真皮沙发 3人位 黑色,家居用品,2884020,buy,1512083002,10064.02
209680,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1511735744,53.31
218959,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,fav,1512031593,176.21
132938,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,buy,1512045003,6667.81
632351,9879328,宜家,593883,宜家马尔姆床 1.5m 白色,家居用品,2884020,buy,1511690307,1948.33
630041,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1511827275,6767.84
607753,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,buy,1511678381,4609.4
581206,2654249,老板,109436,老板集成灶S2系列,家用电器,8888283,buy,1511947110,3723.78
823846,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,cart,1512097491,12742.0
681070,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1511709719,6118.18
403042,9772295,兰蔻,783723,兰蔻眼霜 15ml,美妆护肤,7040903,buy,1512053103,1833.71
261745,3744636,华为,339116,华为MatePad Pro 12.6寸 i5/8GB/256GB,电子产品,1788515,buy,1511782864,4415.07
403314,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,pv,1512194514,314.05
773088,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,buy,1511726699,227.12
539898,6675301,耐克,901589,耐克运动T恤 Dry Fit 黑色 XL码,服装鞋帽,6347472,buy,1511930065,202.05
557239,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1512212770,557.15
940952,3061679,统一,188064,统一汤达人 130g*5袋,食品饮料,7142910,buy,1511917457,36.19
583863,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1511892129,775.68
265649,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511823106,284.11
